id_inmueble,Superficie construida,Superficie útil,Habitaciones,Baños,Terraza,Balcón,Plaza de garaje,Estado,Armarios empotrados,Calefacción,Orientación,Calefacción individual,Consumo,Emisiones,Barrio,Distrito,Precio,Calefacción central,3
103350575,172.0,,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, oeste",,130 kWh/m² año,33 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,629000,,
102139094,93.0,,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,,Orientación sur,Eléctrica,130 kWh/m² año,33 kg CO2/m² año,Barrio La Xerea,Distrito Ciutat Vella,356000,,
103734827,263.0,238.0,6 habitaciones,3 baños,,Balcón,,,Armarios empotrados,,"Orientación sur, oeste",Gas natural,,,Barrio Gran Vía,Distrito L'Eixample,715000,,
100945293,278.0,,5 habitaciones,4 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,,Gas natural,97 kWh/m² año,,Barrio Jaume Roig,Distrito El Pla del Real,750000,,
98281482,160.0,,5 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,No dispone de calefacción,Orientación sur,,,,Barrio El Mercat,Distrito Ciutat Vella,425000,,
104289950,237.0,,5 habitaciones,4 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,192 kWh/m² año,32 kg CO2/m² año,,Distrito L'Eixample,995000,,València
102672546,138.0,,3 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación este,,106 kWh/m² año,22 kg CO2/m² año,Barrio Aiora,Distrito Camins al Grau,335000,,
104138733,50.0,49.0,,,,,,Segunda mano/buen estado,,No dispone de calefacción,"Orientación sur, oeste",,,,,Distrito Algirós,320000,,València
99025255,141.0,128.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,"Orientación sur, este",Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,575000,,
104867597,398.0,340.0,5 habitaciones,6 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,60 kWh/m² año,12 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,3200000,,
104330303,50.0,49.0,,,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación sur, oeste",,25 kWh/m² año,15 kg CO2/m² año,Barrio Ciutat Jardí,Distrito Algirós,320000,,
103323182,144.0,130.0,4 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Gas natural,,,Barrio Arrancapins,Distrito Extramurs,420000,,
104430767,133.0,122.0,4 habitaciones,2 baños,,Balcón,,,Armarios empotrados,,"Orientación sur, este",Gas natural,,,Barrio El Botànic,Distrito Extramurs,390000,,
104241735,130.0,,2 habitaciones,2 baños,,Balcón,,,Armarios empotrados,,"Orientación norte, este",Gas natural,98 kWh/m² año,20 kg CO2/m² año,Barrio Russafa,Distrito L'Eixample,385000,,
98270287,217.0,,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,850000,,
104211124,558.0,,,Sin baños,Terraza,,,,,Calefacción individual,"Orientación norte, sur, este, oeste",,192 kWh/m² año,47 kg CO2/m² año,Barrio El Cabanyal-El Canyamelar,Distrito Poblats Marítims,794000,,
100231967,125.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,750000,,
104955958,130.0,128.0,,,,,,Segunda mano/buen estado,,No dispone de calefacción,Orientación oeste,,95 kWh/m² año,15 kg CO2/m² año,Barrio La Raiosa,Distrito Jesús,375000,,
104948616,125.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Eléctrica,130 kWh/m² año,33 kg CO2/m² año,Barrio El Carme,Distrito Ciutat Vella,600000,,
100231967,125.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Gas natural,130 kWh/m² año,33 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,750000,,
101667991,76.0,67.0,2 habitaciones,,,Balcón,,,Armarios empotrados,No dispone de calefacción,,,91 kWh/m² año,21 kg CO2/m² año,,Distrito Camins al Grau,180000,,València
96865301,231.0,175.0,3 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, este",,102 kWh/m² año,24 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,1400000,,
104961810,30.0,,,,,,,Segunda mano/buen estado,,Calefacción individual,,,192 kWh/m² año,32 kg CO2/m² año,Barrio Malilla,Distrito Quatre Carreres,159000,,
98977043,243.0,,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,,,,,Gas natural,,,Barrio El Pla del Remei,Distrito L'Eixample,899500,,
100951805,135.0,,4 habitaciones,,,,,,,,,Gas natural,,,Barrio Arrancapins,Distrito Extramurs,410000,,
104573554,105.0,95.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,,,Barrio Russafa,Distrito L'Eixample,475000,,
102196110,136.0,,2 habitaciones,3 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,,,143 kWh/m² año,30 kg CO2/m² año,Barrio El Pla del Remei,Distrito L'Eixample,600000,,
104665775,130.0,120.0,4 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción central,,,91 kWh/m² año,18 kg CO2/m² año,Barrio Sant Pau,Distrito Campanar,430000,,
103486546,184.0,178.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,Orientación este,,,,Barrio Sant Francesc,Distrito Ciutat Vella,1200000,,
103780062,274.0,,6 habitaciones,3 baños,Terraza,,Plaza de garaje por 33.333 € adicionales,,,,,Gas natural,,,Barrio Sant Francesc,Distrito Ciutat Vella,655000,,
104577051,155.0,,5 habitaciones,2 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,Barrio Russafa,Distrito L'Eixample,570000,,
103222811,210.0,,6 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,,Armarios empotrados,No dispone de calefacción,,,,,Barrio Arrancapins,Distrito Extramurs,480000,,
104178518,135.0,120.0,4 habitaciones,2 baños,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción central,"Orientación este, oeste",,,,Barrio Malilla,Distrito Quatre Carreres,299900,,
103944005,140.0,,4 habitaciones,2 baños,,Balcón,,,,No dispone de calefacción,Orientación sur,,,,Barrio Arrancapins,Distrito Extramurs,340000,,
99680342,315.0,,7 habitaciones,3 baños,Terraza,,,Segunda mano/buen estado,,,,Gas natural,,,,Distrito El Pla del Real,1065000,,València
104253902,53.0,,,,,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, este",,192 kWh/m² año,32 kg CO2/m² año,Barrio Ciutat de les Arts i de les Ciencies,Distrito Quatre Carreres,200000,,
104774601,95.0,89.0,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación norte, este",,224 kWh/m² año,28 kg CO2/m² año,,Distrito Jesús,324900,,València
104971359,168.0,152.0,4 habitaciones,2 baños,,Balcón,Plaza de garaje por 42.000 € adicionales,Segunda mano/buen estado,Armarios empotrados,,Orientación norte,Eléctrica,,,Barrio Sant Francesc,Distrito Ciutat Vella,650000,,
104718835,118.0,94.0,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,Eléctrica,,,Barrio Albors,Distrito Camins al Grau,475000,,
96922338,150.0,136.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,Barrio Penya-Roja,Distrito Camins al Grau,470000,,
104503776,80.0,,3 habitaciones,,Terraza,,,Segunda mano/buen estado,,,Orientación sur,Bomba de frío/calor,142 kWh/m² año,36 kg CO2/m² año,Barrio Marxalenes,Distrito La Saïdia,175000,,
104984037,129.0,125.0,3 habitaciones,2 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",,,,Barrio Arrancapins,Distrito Extramurs,560000,Gas,
104348293,80.0,75.0,2 habitaciones,,,Balcón,,Segunda mano/buen estado,,,"Orientación norte, este",Eléctrica,,,Barrio El Botànic,Distrito Extramurs,350000,,
104144094,91.0,83.0,2 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, este",Eléctrica,,,Barrio Sant Llorenç,Distrito Rascanya,355000,,
104992348,91.0,81.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación este,,,,Barrio Malilla,Distrito Quatre Carreres,193000,,
102906337,44.0,,,,Terraza,,,Segunda mano/buen estado,,No dispone de calefacción,,,,,,Distrito L'Eixample,310000,,València
104216974,119.0,,2 habitaciones,2 baños,,,,Segunda mano/buen estado,,No dispone de calefacción,"Orientación norte, sur",,,,Barrio El Carme,Distrito Ciutat Vella,950000,,
104243557,216.0,,5 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,,192 kWh/m² año,32 kg CO2/m² año,,Distrito Extramurs,500000,Gas,València
104737754,169.0,165.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,"Orientación este, oeste",Bomba de frío/calor,,,Barrio Fonteta de Sant Lluìs,Distrito Quatre Carreres,258000,,
104179389,64.0,57.0,2 habitaciones,2 baños,,,,Segunda mano/buen estado,,Calefacción individual,,,28 kWh/m² año,5 kg CO2/m² año,Barrio Patraix,Distrito Patraix,285000,,
103731907,172.0,146.0,3 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Gas natural,,,Barrio El Pilar,Distrito Ciutat Vella,525000,,
102896381,136.0,,5 habitaciones,2 baños,,,,,Armarios empotrados,,,Gas natural,91 kWh/m² año,21 kg CO2/m² año,Barrio Sant Francesc,Distrito Ciutat Vella,430000,,
104784480,205.0,,5 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,120 kWh/m² año,22 kg CO2/m² año,,Distrito Campanar,925000,,València
104704327,66.0,62.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,,No dispone de calefacción,Orientación sur,,192 kWh/m² año,32 kg CO2/m² año,Barrio Aiora,Distrito Camins al Grau,170000,,
104746959,136.0,118.0,5 habitaciones,2 baños,,,,,,Calefacción individual,"Orientación sur, este",,,,Barrio El Pla del Remei,Distrito L'Eixample,745000,,
103802190,210.0,,6 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,,Armarios empotrados,,Orientación este,,,,Barrio Arrancapins,Distrito Extramurs,480000,,
104956561,161.0,135.0,4 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación sur, oeste",Bomba de frío/calor,74 kWh/m² año,18 kg CO2/m² año,Barrio Nou Campanar,Distrito Campanar,599000,,
104415010,120.0,,3 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur",Bomba de frío/calor,192 kWh/m² año,32 kg CO2/m² año,,Distrito Ciutat Vella,535000,,València
104691883,1.136,,6 habitaciones,6 baños,,Balcón,,,,No dispone de calefacción,,,130 kWh/m² año,33 kg CO2/m² año,,Distrito Ciutat Vella,2150000,,València
104973053,65.0,,2 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,192 kWh/m² año,62 kg CO2/m² año,,Distrito Camins al Grau,250000,,València
104645608,144.0,,2 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación este, oeste",,,,Barrio Russafa,Distrito L'Eixample,1100000,,
104879589,99.0,89.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,"Orientación sur, este",,,,,Distrito Benicalap,240000,,València
104849257,299.0,,4 habitaciones,5 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación norte, sur, este, oeste",,192 kWh/m² año,32 kg CO2/m² año,,Distrito Quatre Carreres,1410000,,València
104471798,113.0,94.0,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, oeste",Eléctrica,,,,Distrito Campanar,275000,,València
104613276,274.0,,4 habitaciones,4 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Eléctrica,148 kWh/m² año,38 kg CO2/m² año,,Distrito Rascanya,995000,,València
103474448,147.0,122.0,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,Orientación este,Gas natural,73 kWh/m² año,14 kg CO2/m² año,,Distrito Camins al Grau,599000,,València
103983736,60.0,52.0,3 habitaciones,,Terraza,,,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,"Orientación sur, este",,,,,Distrito Jesús,250000,,València
90628380,308.0,,4 habitaciones,3 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,,Gas natural,,,,Distrito Ciutat Vella,1200000,,València
103133791,314.0,,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,Calefacción individual,,,24 kWh/m² año,4 kg CO2/m² año,,Distrito El Pla del Real,1300000,,València
101942142,208.0,,3 habitaciones,3 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,,Gas natural,25 kWh/m² año,5 kg CO2/m² año,,Distrito L'Eixample,2150000,,València
104716031,157.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,Orientación oeste,Gas natural,,,,Distrito El Pla del Real,450000,,València
91512011,163.0,,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,,Distrito L'Eixample,1150000,,València
104309396,117.0,93.0,3 habitaciones,2 baños,,Balcón,,Segunda mano/buen estado,,,"Orientación sur, oeste",,,,,Distrito La Saïdia,360000,,València
104435178,261.0,,5 habitaciones,3 baños,,,,Segunda mano/buen estado,,,,Gas natural,,,,Distrito L'Eixample,690000,,València
103886327,286.0,,4 habitaciones,4 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Ciutat Vella,1250000,,València
102658490,348.0,,4 habitaciones,2 baños,Terraza y balcón,Terraza y balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,Orientación este,,,,,Distrito Campanar,1440000,Gas,València
104565634,240.0,,3 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Eléctrica,,,,Distrito Extramurs,800000,,València
104716031,157.0,,4 habitaciones,2 baños,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,,,Orientación oeste,Gas natural,,,,Distrito El Pla del Real,450000,,València
104565634,240.0,,3 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,Armarios empotrados,,Orientación oeste,Eléctrica,,,,Distrito Extramurs,800000,,València
104435178,261.0,,5 habitaciones,3 baños,,,,Segunda mano/buen estado,,,,Gas natural,,,,Distrito L'Eixample,690000,,València
103886327,286.0,,4 habitaciones,4 baños,,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,,,,,,Distrito Ciutat Vella,1250000,,València
91512011,163.0,,3 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,,Gas natural,,,,Distrito L'Eixample,1150000,,València
103655086,86.0,76.0,3 habitaciones,,,Balcón,,Segunda mano/buen estado,,No dispone de calefacción,,,,,Barrio Torrefiel,Distrito Rascanya,124500,,
104804760,106.0,98.0,,,,Balcón,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,No dispone de calefacción,Orientación oeste,,,,Barrio Arrancapins,Distrito Extramurs,265000,,
104495706,300.0,,4 habitaciones,2 baños,Terraza,,Plaza de garaje incluida en el precio,Segunda mano/buen estado,Armarios empotrados,,"Orientación norte, sur, este, oeste",Gas natural,190 kWh/m² año,32 kg CO2/m² año,,Distrito Campanar,1390000,,València
104448965,190.0,140.0,4 habitaciones,3 baños,Terraza y balcón,Terraza y balcón,,Segunda mano/buen estado,,Calefacción central,"Orientación sur, este, oeste",,190 kWh/m² año,32 kg CO2/m² año,,Distrito Quatre Carreres,785000,,València
93076953,130.0,,3 habitaciones,2 baños,Terraza,,,,,,"Orientación este, oeste",,,,,Distrito L'Eixample,745000,,València
82511763,156.0,,3 habitaciones,2 baños,Terraza,,,Segunda mano/buen estado,Armarios empotrados,,Orientación sur,,,,,Distrito L'Eixample,850000,,València
104450757,261.0,,5 habitaciones,3 baños,,,,,Armarios empotrados,,Orientación este,,,,,Distrito L'Eixample,690000,,València
101960102,234.0,,4 habitaciones,2 baños,Terraza,,,,,,"Orientación sur, este",,,,,Distrito L'Eixample,999000,,València
